,uid,task,key,sentence_id,sp.token_text,sp.pos,sp.lemma,token
173,Y32_S38,journaling,Y32_S38_journaling,4,what,PRON,what,what
174,Y32_S38,journaling,Y32_S38_journaling,4,it,PRON,-PRON-,it
175,Y32_S38,journaling,Y32_S38_journaling,4,means,VERB,mean,means
176,Y32_S38,journaling,Y32_S38_journaling,4,from,ADP,from,from
177,Y32_S38,journaling,Y32_S38_journaling,4,our,DET,-PRON-,our
178,Y32_S38,journaling,Y32_S38_journaling,4,side,NOUN,side,side
179,Y32_S38,journaling,Y32_S38_journaling,5,and,CCONJ,and,and
180,Y32_S38,journaling,Y32_S38_journaling,5,we,PRON,-PRON-,we
181,Y32_S38,journaling,Y32_S38_journaling,5,are,AUX,be,are
182,Y32_S38,journaling,Y32_S38_journaling,5,also,ADV,also,also
183,Y32_S38,journaling,Y32_S38_journaling,5,telling,VERB,tell,telling
184,Y32_S38,journaling,Y32_S38_journaling,5,the,DET,the,the
185,Y32_S38,journaling,Y32_S38_journaling,5,bad,ADJ,bad,bad
186,Y32_S38,journaling,Y32_S38_journaling,5,which,DET,which,which
187,Y32_S38,journaling,Y32_S38_journaling,5,is,AUX,be,is
188,Y32_S38,journaling,Y32_S38_journaling,5,like,SCONJ,like,like
189,Y32_S38,journaling,Y32_S38_journaling,5,their,DET,-PRON-,their
191,Y32_S38,journaling,Y32_S38_journaling,5,newly,ADV,newly,newly
192,Y32_S38,journaling,Y32_S38_journaling,5,created,VERB,create,created
193,Y32_S38,journaling,Y32_S38_journaling,5,such,ADJ,such,such
194,Y32_S38,journaling,Y32_S38_journaling,5,as,SCONJ,as,as
195,Y32_S38,journaling,Y32_S38_journaling,5,all,DET,all,all
196,Y32_S38,journaling,Y32_S38_journaling,5,the,DET,the,the
197,Y32_S38,journaling,Y32_S38_journaling,5,demons,NOUN,demon,demons
198,Y32_S38,journaling,Y32_S38_journaling,5,and,CCONJ,and,and
199,Y32_S38,journaling,Y32_S38_journaling,5,devils,NOUN,devil,devils
200,Y32_S38,journaling,Y32_S38_journaling,5,and,CCONJ,and,and
201,Y32_S38,journaling,Y32_S38_journaling,5,everything,PRON,everything,everything
203,Y32_S38,journaling,Y32_S38_journaling,6,you,PRON,-PRON-,you
204,Y32_S38,journaling,Y32_S38_journaling,6,know,VERB,know,know
205,Y32_S38,journaling,Y32_S38_journaling,6,that,SCONJ,that,that
206,Y32_S38,journaling,Y32_S38_journaling,6,which,DET,which,which
207,Y32_S38,journaling,Y32_S38_journaling,6,is,AUX,be,is
208,Y32_S38,journaling,Y32_S38_journaling,6,that,SCONJ,that,that
209,Y32_S38,journaling,Y32_S38_journaling,6,they,PRON,-PRON-,they
210,Y32_S38,journaling,Y32_S38_journaling,6,are,AUX,be,are
211,Y32_S38,journaling,Y32_S38_journaling,6,proof,NOUN,proof,proof
212,Y32_S38,journaling,Y32_S38_journaling,6,that,SCONJ,that,that
213,Y32_S38,journaling,Y32_S38_journaling,6,they,PRON,-PRON-,they
214,Y32_S38,journaling,Y32_S38_journaling,6,are,AUX,be,are
215,Y32_S38,journaling,Y32_S38_journaling,6,not,PART,not,not
216,Y32_S38,journaling,Y32_S38_journaling,6,the,DET,the,the
217,Y32_S38,journaling,Y32_S38_journaling,6,only,ADJ,only,only
218,Y32_S38,journaling,Y32_S38_journaling,6,ones,NOUN,one,ones
219,Y32_S38,journaling,Y32_S38_journaling,6,that,DET,that,that
220,Y32_S38,journaling,Y32_S38_journaling,6,are,AUX,be,are
221,Y32_S38,journaling,Y32_S38_journaling,6,doing,VERB,do,doing
222,Y32_S38,journaling,Y32_S38_journaling,6,this,DET,this,this
223,Y32_S38,journaling,Y32_S38_journaling,6,you,PRON,-PRON-,you
224,Y32_S38,journaling,Y32_S38_journaling,6,know,VERB,know,know
225,Y32_S38,journaling,Y32_S38_journaling,7,and,CCONJ,and,and
226,Y32_S38,journaling,Y32_S38_journaling,7,to,PART,to,to
227,Y32_S38,journaling,Y32_S38_journaling,7,stay,VERB,stay,stay
228,Y32_S38,journaling,Y32_S38_journaling,7,away,ADV,away,away
229,Y32_S38,journaling,Y32_S38_journaling,7,except,SCONJ,except,except
230,Y32_S38,journaling,Y32_S38_journaling,7,in,ADP,in,in
231,Y32_S38,journaling,Y32_S38_journaling,7,certain,ADJ,certain,certain
232,Y32_S38,journaling,Y32_S38_journaling,7,circumstances,NOUN,circumstance,circumstances
233,Y32_S38,journaling,Y32_S38_journaling,9,i,PRON,i,i
234,Y32_S38,journaling,Y32_S38_journaling,9,am,AUX,be,am
235,Y32_S38,journaling,Y32_S38_journaling,9,a,DET,a,a
236,Y32_S38,journaling,Y32_S38_journaling,9,lord,PROPN,lord,lord
237,Y32_S38,journaling,Y32_S38_journaling,9,god,PROPN,god,god
238,Y32_S38,journaling,Y32_S38_journaling,9,jehovah,PROPN,jehovah,jehovah
240,Y32_S38,journaling,Y32_S38_journaling,11,i,PRON,i,i
241,Y32_S38,journaling,Y32_S38_journaling,11,am,AUX,be,am
242,Y32_S38,journaling,Y32_S38_journaling,11,i,PRON,-PRON-,i
243,Y32_S38,journaling,Y32_S38_journaling,11," ""m""",AUX,be,am
244,Y32_S38,journaling,Y32_S38_journaling,11,the,DET,the,the
245,Y32_S38,journaling,Y32_S38_journaling,11,head,NOUN,head,head
246,Y32_S38,journaling,Y32_S38_journaling,11,of,ADP,of,of
247,Y32_S38,journaling,Y32_S38_journaling,11,my,DET,-PRON-,my
248,Y32_S38,journaling,Y32_S38_journaling,11,entire,ADJ,entire,entire
249,Y32_S38,journaling,Y32_S38_journaling,11,race,NOUN,race,race
251,Y32_S38,journaling,Y32_S38_journaling,15,that,DET,that,that
252,Y32_S38,journaling,Y32_S38_journaling,15,is,AUX,be,is
253,Y32_S38,journaling,Y32_S38_journaling,15,where,ADV,where,where
254,Y32_S38,journaling,Y32_S38_journaling,15,it,PRON,-PRON-,it
255,Y32_S38,journaling,Y32_S38_journaling,15,is,AUX,be,is
256,Y32_S38,journaling,Y32_S38_journaling,15,waking,VERB,wake,waking
257,Y32_S38,journaling,Y32_S38_journaling,15,up,ADP,up,up
258,Y32_S38,journaling,Y32_S38_journaling,15,early,ADV,early,early
260,Y32_S38,journaling,Y32_S38_journaling,19,incredibly,ADV,incredibly,incredibly
261,Y32_S38,journaling,Y32_S38_journaling,19,early,ADV,early,early
262,Y32_S38,journaling,Y32_S38_journaling,20,oakdale,PROPN,oakdale,oakdale
263,Y32_S38,journaling,Y32_S38_journaling,20,was,AUX,be,was
264,Y32_S38,journaling,Y32_S38_journaling,20,about,ADP,about,about
265,Y32_S38,journaling,Y32_S38_journaling,20,the,DET,the,the
266,Y32_S38,journaling,Y32_S38_journaling,20,worst,ADJ,bad,worst
267,Y32_S38,journaling,Y32_S38_journaling,20,thing,NOUN,thing,thing
268,Y32_S38,journaling,Y32_S38_journaling,20,there,PRON,there,there
269,Y32_S38,journaling,Y32_S38_journaling,20,was,AUX,be,was
270,Y32_S38,journaling,Y32_S38_journaling,22,oakdale,PROPN,oakdale,oakdale
271,Y32_S38,journaling,Y32_S38_journaling,22,was,AUX,be,was
272,Y32_S38,journaling,Y32_S38_journaling,22,where,ADV,where,where
273,Y32_S38,journaling,Y32_S38_journaling,22,i,PRON,i,i
274,Y32_S38,journaling,Y32_S38_journaling,22,underwent,VERB,undergo,underwent
275,Y32_S38,journaling,Y32_S38_journaling,22,torture,NOUN,torture,torture
276,Y32_S38,journaling,Y32_S38_journaling,22,and,CCONJ,and,and
277,Y32_S38,journaling,Y32_S38_journaling,22,becking,VERB,becke,becking
278,Y32_S38,journaling,Y32_S38_journaling,22,procedures,NOUN,procedure,procedures
279,Y32_S38,journaling,Y32_S38_journaling,22,for,ADP,for,for
280,Y32_S38,journaling,Y32_S38_journaling,22,a,DET,a,a
281,Y32_S38,journaling,Y32_S38_journaling,22,long,ADJ,long,long
282,Y32_S38,journaling,Y32_S38_journaling,22,time,NOUN,time,time
283,Y32_S38,journaling,Y32_S38_journaling,25,becking,VERB,becke,becking
284,Y32_S38,journaling,Y32_S38_journaling,26,that,DET,that,that
285,Y32_S38,journaling,Y32_S38_journaling,26," ""s""",AUX,be,is
286,Y32_S38,journaling,Y32_S38_journaling,26,when,ADV,when,when
288,Y32_S38,journaling,Y32_S38_journaling,26,your,DET,-PRON-,your
289,Y32_S38,journaling,Y32_S38_journaling,26,brain,NOUN,brain,brain
290,Y32_S38,journaling,Y32_S38_journaling,26,and,CCONJ,and,and
291,Y32_S38,journaling,Y32_S38_journaling,26,your,DET,-PRON-,your
292,Y32_S38,journaling,Y32_S38_journaling,26,body,NOUN,body,body
293,Y32_S38,journaling,Y32_S38_journaling,26,reach,VERB,reach,reach
294,Y32_S38,journaling,Y32_S38_journaling,26,a,DET,a,a
295,Y32_S38,journaling,Y32_S38_journaling,26,certain,ADJ,certain,certain
296,Y32_S38,journaling,Y32_S38_journaling,26,extent,NOUN,extent,extent
297,Y32_S38,journaling,Y32_S38_journaling,26,you,PRON,-PRON-,you
298,Y32_S38,journaling,Y32_S38_journaling,26,know,VERB,know,know
299,Y32_S38,journaling,Y32_S38_journaling,26,that,DET,that,that
300,Y32_S38,journaling,Y32_S38_journaling,26,mine,NOUN,mine,mine
301,Y32_S38,journaling,Y32_S38_journaling,26,sort,ADV,sort,sort
302,Y32_S38,journaling,Y32_S38_journaling,26,of,ADV,of,of
303,Y32_S38,journaling,Y32_S38_journaling,26,rebels,NOUN,rebel,rebels
304,Y32_S38,journaling,Y32_S38_journaling,26,with,ADP,with,with
305,Y32_S38,journaling,Y32_S38_journaling,26,a,DET,a,a
306,Y32_S38,journaling,Y32_S38_journaling,26,colorful,ADJ,colorful,colorful
307,Y32_S38,journaling,Y32_S38_journaling,26,display,NOUN,display,display
308,Y32_S38,journaling,Y32_S38_journaling,26,of,ADP,of,of
309,Y32_S38,journaling,Y32_S38_journaling,26,lighting,NOUN,lighting,lighting
310,Y32_S38,journaling,Y32_S38_journaling,26,which,DET,which,which
311,Y32_S38,journaling,Y32_S38_journaling,26,is,AUX,be,is
312,Y32_S38,journaling,Y32_S38_journaling,26,sometimes,ADV,sometimes,sometimes
313,Y32_S38,journaling,Y32_S38_journaling,26,red,ADJ,red,red
314,Y32_S38,journaling,Y32_S38_journaling,26,sometimes,ADV,sometimes,sometimes
315,Y32_S38,journaling,Y32_S38_journaling,26,light,ADJ,light,light
316,Y32_S38,journaling,Y32_S38_journaling,26,gray,ADJ,gray,gray
317,Y32_S38,journaling,Y32_S38_journaling,26,sometimes,ADV,sometimes,sometimes
318,Y32_S38,journaling,Y32_S38_journaling,26,light,ADJ,light,light
319,Y32_S38,journaling,Y32_S38_journaling,26,blue,ADJ,blue,blue
320,Y32_S38,journaling,Y32_S38_journaling,26,and,CCONJ,and,and
321,Y32_S38,journaling,Y32_S38_journaling,26,particularly,ADV,particularly,particularly
322,Y32_S38,journaling,Y32_S38_journaling,26,white,ADJ,white,white
323,Y32_S38,journaling,Y32_S38_journaling,26,that,DET,that,that
324,Y32_S38,journaling,Y32_S38_journaling,26," ""s""",AUX,be,is
325,Y32_S38,journaling,Y32_S38_journaling,26,known,VERB,know,known
326,Y32_S38,journaling,Y32_S38_journaling,26,as,SCONJ,as,as
327,Y32_S38,journaling,Y32_S38_journaling,26,beck,PROPN,beck,beck
328,Y32_S38,journaling,Y32_S38_journaling,27,and,CCONJ,and,and
329,Y32_S38,journaling,Y32_S38_journaling,27,when,ADV,when,when
330,Y32_S38,journaling,Y32_S38_journaling,27,a,DET,a,a
331,Y32_S38,journaling,Y32_S38_journaling,27,god,NOUN,god,god
332,Y32_S38,journaling,Y32_S38_journaling,27,gets,VERB,get,gets
333,Y32_S38,journaling,Y32_S38_journaling,27,so,ADV,so,so
334,Y32_S38,journaling,Y32_S38_journaling,27,much,ADJ,much,much
335,Y32_S38,journaling,Y32_S38_journaling,27,pressure,NOUN,pressure,pressure
336,Y32_S38,journaling,Y32_S38_journaling,27,on,ADP,on,on
337,Y32_S38,journaling,Y32_S38_journaling,27,him,PRON,-PRON-,him
338,Y32_S38,journaling,Y32_S38_journaling,27,then,ADV,then,then
339,Y32_S38,journaling,Y32_S38_journaling,27,he,PRON,-PRON-,he
340,Y32_S38,journaling,Y32_S38_journaling,27,becks,VERB,beck,becks
341,Y32_S38,journaling,Y32_S38_journaling,27,which,DET,which,which
343,Y32_S38,journaling,Y32_S38_journaling,27,fills,VERB,fill,fills
344,Y32_S38,journaling,Y32_S38_journaling,27,the,DET,the,the
345,Y32_S38,journaling,Y32_S38_journaling,27,entire,ADJ,entire,entire
346,Y32_S38,journaling,Y32_S38_journaling,27,body,NOUN,body,body
347,Y32_S38,journaling,Y32_S38_journaling,27,which,DET,which,which
349,Y32_S38,journaling,Y32_S38_journaling,27,does,AUX,do,does
350,Y32_S38,journaling,Y32_S38_journaling,27," ""nt""",PART,not,not
351,Y32_S38,journaling,Y32_S38_journaling,27,do,AUX,do,do
352,Y32_S38,journaling,Y32_S38_journaling,27,much,ADJ,much,much
353,Y32_S38,journaling,Y32_S38_journaling,27,for,ADP,for,for
354,Y32_S38,journaling,Y32_S38_journaling,27,the,DET,the,the
355,Y32_S38,journaling,Y32_S38_journaling,27,pedantry,NOUN,pedantry,pedantry
356,Z1_H1,journaling,Z1_H1_journaling,0,i,PRON,i,i
357,Z1_H1,journaling,Z1_H1_journaling,0,know,VERB,know,know
358,Z1_H1,journaling,Z1_H1_journaling,0,i,PRON,i,i
359,Z1_H1,journaling,Z1_H1_journaling,0,did,AUX,do,did
361,Z1_H1,journaling,Z1_H1_journaling,0,to,PART,to,to
362,Z1_H1,journaling,Z1_H1_journaling,0,begin,VERB,begin,begin
363,Z1_H1,journaling,Z1_H1_journaling,0,with,ADP,with,with
364,Z1_H1,journaling,Z1_H1_journaling,0,i,PRON,i,i
365,Z1_H1,journaling,Z1_H1_journaling,0,do,AUX,do,do
366,Z1_H1,journaling,Z1_H1_journaling,0," ""nt""",PART,not,not
367,Z1_H1,journaling,Z1_H1_journaling,0,know,VERB,know,know
368,Z1_H1,journaling,Z1_H1_journaling,0,how,ADV,how,how
369,Z1_H1,journaling,Z1_H1_journaling,0,i,PRON,i,i
370,Z1_H1,journaling,Z1_H1_journaling,0,did,AUX,do,did
371,Z1_H1,journaling,Z1_H1_journaling,0,i,PRON,i,i
372,Z1_H1,journaling,Z1_H1_journaling,0,do,AUX,do,do
373,Z1_H1,journaling,Z1_H1_journaling,0," ""nt""",PART,not,not
374,Z1_H1,journaling,Z1_H1_journaling,0,really,ADV,really,really
375,Z1_H1,journaling,Z1_H1_journaling,0,know,VERB,know,know
376,Z1_H1,journaling,Z1_H1_journaling,0,when,ADV,when,when
377,Z1_H1,journaling,Z1_H1_journaling,0,it,PRON,-PRON-,it
378,Z1_H1,journaling,Z1_H1_journaling,0,first,ADV,first,first
379,Z1_H1,journaling,Z1_H1_journaling,0,started,VERB,start,started
380,Z1_H1,journaling,Z1_H1_journaling,0,because,SCONJ,because,because
381,Z1_H1,journaling,Z1_H1_journaling,0,i,PRON,i,i
382,Z1_H1,journaling,Z1_H1_journaling,0,did,AUX,do,did
383,Z1_H1,journaling,Z1_H1_journaling,0," ""nt""",PART,not,not
384,Z1_H1,journaling,Z1_H1_journaling,0,realize,VERB,realize,realize
385,Z1_H1,journaling,Z1_H1_journaling,0,it,PRON,-PRON-,it
386,Z1_H1,journaling,Z1_H1_journaling,0,when,ADV,when,when
387,Z1_H1,journaling,Z1_H1_journaling,0,it,PRON,-PRON-,it
